@RELATION submissions

@ATTRIBUTE file STRING
@ATTRIBUTE predicted_label NUMERIC

@DATA
article_0154/1.txt,0
article_0154/2.txt,1
article_0155/1.txt,1
article_0155/2.txt,1
article_0156/1.txt,1
article_0156/2.txt,0
article_0157/1.txt,1
article_0157/2.txt,0
article_0158/1.txt,0
article_0158/2.txt,1
article_0159/1.txt,1
article_0159/2.txt,1
article_0160/1.txt,1
article_0160/2.txt,1
article_0161/1.txt,1
article_0161/2.txt,1
article_0162/1.txt,1
article_0162/2.txt,1
article_0163/1.txt,1
article_0163/2.txt,1
article_0164/1.txt,0
article_0164/2.txt,1
article_0165/1.txt,1
article_0165/2.txt,1
article_0166/1.txt,1
article_0166/2.txt,1
article_0167/1.txt,1
article_0167/2.txt,1
article_0168/1.txt,1
article_0168/2.txt,1
article_0169/1.txt,1
article_0169/2.txt,1
article_0170/1.txt,1
article_0170/2.txt,1
article_0171/1.txt,1
article_0171/2.txt,1
article_0172/1.txt,1
article_0172/2.txt,1
article_0173/1.txt,1
article_0173/2.txt,1
article_0174/1.txt,1
article_0174/2.txt,1
article_0175/1.txt,1
article_0175/2.txt,0
article_0176/1.txt,1
article_0176/2.txt,1
article_0177/1.txt,1
article_0177/2.txt,1
article_0178/1.txt,0
article_0178/2.txt,1
article_0179/1.txt,1
article_0179/2.txt,1
article_0180/1.txt,1
article_0180/2.txt,1
article_0181/1.txt,1
article_0181/2.txt,1
article_0182/1.txt,0
article_0182/2.txt,0
article_0183/1.txt,1
article_0183/2.txt,1
article_0184/1.txt,1
article_0184/2.txt,1
article_0185/1.txt,1
article_0185/2.txt,1
article_0186/1.txt,1
article_0186/2.txt,1
article_0187/1.txt,1
article_0187/2.txt,1
article_0188/1.txt,1
article_0188/2.txt,1
article_0189/1.txt,1
article_0189/2.txt,1
article_0190/1.txt,1
article_0190/2.txt,0
article_0191/1.txt,1
article_0191/2.txt,1
article_0192/1.txt,0
article_0192/2.txt,1
article_0193/1.txt,1
article_0193/2.txt,0
article_0194/1.txt,1
article_0194/2.txt,1
article_0195/1.txt,0
article_0195/2.txt,1
article_0196/1.txt,1
article_0196/2.txt,1
article_0197/1.txt,0
article_0197/2.txt,1
article_0198/1.txt,1
article_0198/2.txt,1
article_0199/1.txt,1
article_0199/2.txt,1
article_0200/1.txt,1
article_0200/2.txt,1
article_0201/1.txt,1
article_0201/2.txt,1
article_0202/1.txt,1
article_0202/2.txt,1
article_0203/1.txt,1
article_0203/2.txt,0
article_0204/1.txt,1
article_0204/2.txt,1
article_0205/1.txt,0
article_0205/2.txt,0
article_0206/1.txt,1
article_0206/2.txt,1
article_0207/1.txt,0
article_0207/2.txt,1
article_0208/1.txt,1
article_0208/2.txt,1
article_0209/1.txt,1
article_0209/2.txt,1
article_0210/1.txt,1
article_0210/2.txt,1
article_0211/1.txt,0
article_0211/2.txt,1
article_0212/1.txt,1
article_0212/2.txt,1
article_0213/1.txt,1
article_0213/2.txt,1
article_0214/1.txt,1
article_0214/2.txt,1
article_0215/1.txt,1
article_0215/2.txt,1
article_0216/1.txt,1
article_0216/2.txt,0
article_0217/1.txt,1
article_0217/2.txt,1
article_0218/1.txt,1
article_0218/2.txt,1
article_0219/1.txt,1
article_0219/2.txt,1
article_0220/1.txt,1
article_0220/2.txt,1
article_0221/1.txt,1
article_0221/2.txt,1
article_0222/1.txt,0
article_0222/2.txt,1
article_0223/1.txt,1
article_0223/2.txt,0
article_0224/1.txt,1
article_0224/2.txt,1
article_0225/1.txt,1
article_0225/2.txt,1
article_0226/1.txt,1
article_0226/2.txt,0
article_0227/1.txt,1
article_0227/2.txt,1
article_0228/1.txt,0
article_0228/2.txt,1
article_0229/1.txt,1
article_0229/2.txt,0
article_0230/1.txt,1
article_0230/2.txt,1
article_0231/1.txt,1
article_0231/2.txt,1
article_0232/1.txt,1
article_0232/2.txt,1
article_0233/1.txt,1
article_0233/2.txt,1
article_0234/1.txt,1
article_0234/2.txt,1
article_0235/1.txt,0
article_0235/2.txt,1
article_0236/1.txt,1
article_0236/2.txt,1
article_0237/1.txt,1
article_0237/2.txt,1
article_0238/1.txt,1
article_0238/2.txt,1
article_0239/1.txt,1
article_0239/2.txt,0
article_0240/1.txt,1
article_0240/2.txt,1
article_0241/1.txt,1
article_0241/2.txt,1
article_0242/1.txt,1
article_0242/2.txt,1
article_0243/1.txt,1
article_0243/2.txt,1
article_0244/1.txt,1
article_0244/2.txt,1
article_0245/1.txt,1
article_0245/2.txt,0
article_0246/1.txt,1
article_0246/2.txt,1
article_0247/1.txt,1
article_0247/2.txt,0
article_0248/1.txt,1
article_0248/2.txt,1
article_0249/1.txt,1
article_0249/2.txt,1
article_0250/1.txt,1
article_0250/2.txt,1
article_0251/1.txt,1
article_0251/2.txt,1
article_0252/1.txt,1
article_0252/2.txt,1
article_0253/1.txt,0
article_0253/2.txt,1
article_0254/1.txt,1
article_0254/2.txt,0
article_0255/1.txt,1
article_0255/2.txt,1
article_0256/1.txt,0
article_0256/2.txt,1
article_0257/1.txt,1
article_0257/2.txt,1
article_0258/1.txt,1
article_0258/2.txt,1
article_0259/1.txt,1
article_0259/2.txt,1
article_0260/1.txt,1
article_0260/2.txt,1
article_0261/1.txt,0
article_0261/2.txt,1
article_0262/1.txt,0
article_0262/2.txt,1
article_0263/1.txt,1
article_0263/2.txt,1
article_0264/1.txt,0
article_0264/2.txt,1
article_0265/1.txt,1
article_0265/2.txt,1
article_0266/1.txt,1
article_0266/2.txt,1
article_0267/1.txt,1
article_0267/2.txt,0
article_0268/1.txt,1
article_0268/2.txt,1
article_0269/1.txt,1
article_0269/2.txt,1
article_0270/1.txt,1
article_0270/2.txt,1
article_0271/1.txt,1
article_0271/2.txt,1
article_0272/1.txt,1
article_0272/2.txt,1
article_0273/1.txt,1
article_0273/2.txt,1
article_0274/1.txt,1
article_0274/2.txt,0
article_0275/1.txt,1
article_0275/2.txt,0
article_0276/1.txt,1
article_0276/2.txt,1
article_0277/1.txt,1
article_0277/2.txt,1
article_0278/1.txt,1
article_0278/2.txt,0
article_0279/1.txt,0
article_0279/2.txt,1
article_0280/1.txt,0
article_0280/2.txt,0
article_0281/1.txt,1
article_0281/2.txt,1
article_0282/1.txt,1
article_0282/2.txt,1
article_0283/1.txt,1
article_0283/2.txt,1
article_0284/1.txt,1
article_0284/2.txt,1
article_0285/1.txt,0
article_0285/2.txt,1
article_0286/1.txt,1
article_0286/2.txt,1
article_0287/1.txt,1
article_0287/2.txt,0
article_0288/1.txt,1
article_0288/2.txt,1
article_0289/1.txt,0
article_0289/2.txt,1
article_0290/1.txt,1
article_0290/2.txt,0
article_0291/1.txt,1
article_0291/2.txt,1
article_0292/1.txt,1
article_0292/2.txt,1
article_0293/1.txt,0
article_0293/2.txt,1
article_0294/1.txt,0
article_0294/2.txt,0
article_0295/1.txt,1
article_0295/2.txt,1
article_0296/1.txt,1
article_0296/2.txt,1
article_0297/1.txt,0
article_0297/2.txt,0
article_0298/1.txt,1
article_0298/2.txt,1
article_0299/1.txt,0
article_0299/2.txt,1
article_0300/1.txt,1
article_0300/2.txt,1
article_0301/1.txt,1
article_0301/2.txt,0
article_0302/1.txt,1
article_0302/2.txt,1
article_0303/1.txt,1
article_0303/2.txt,0
article_0304/1.txt,1
article_0304/2.txt,1
article_0305/1.txt,1
article_0305/2.txt,1
article_0306/1.txt,1
article_0306/2.txt,1
article_0307/1.txt,1
article_0307/2.txt,0
article_0308/1.txt,1
article_0308/2.txt,1
article_0309/1.txt,1
article_0309/2.txt,1
article_0310/1.txt,1
article_0310/2.txt,1
article_0311/1.txt,1
article_0311/2.txt,1
article_0312/1.txt,1
article_0312/2.txt,1
article_0313/1.txt,1
article_0313/2.txt,0
article_0314/1.txt,1
article_0314/2.txt,1
article_0315/1.txt,1
article_0315/2.txt,1
article_0316/1.txt,1
article_0316/2.txt,1
article_0317/1.txt,1
article_0317/2.txt,1
article_0318/1.txt,1
article_0318/2.txt,1
article_0319/1.txt,1
article_0319/2.txt,1
article_0320/1.txt,1
article_0320/2.txt,1
article_0321/1.txt,1
article_0321/2.txt,1
article_0322/1.txt,1
article_0322/2.txt,1
article_0323/1.txt,1
article_0323/2.txt,1
article_0324/1.txt,1
article_0324/2.txt,1
article_0325/1.txt,1
article_0325/2.txt,0
article_0326/1.txt,1
article_0326/2.txt,1
article_0327/1.txt,1
article_0327/2.txt,1
article_0328/1.txt,1
article_0328/2.txt,1
article_0329/1.txt,1
article_0329/2.txt,1
article_0330/1.txt,1
article_0330/2.txt,1
article_0331/1.txt,0
article_0331/2.txt,1
article_0332/1.txt,1
article_0332/2.txt,1
article_0333/1.txt,1
article_0333/2.txt,1
article_0334/1.txt,1
article_0334/2.txt,0
article_0335/1.txt,1
article_0335/2.txt,1
article_0336/1.txt,1
article_0336/2.txt,1
article_0337/1.txt,1
article_0337/2.txt,1
article_0338/1.txt,1
article_0338/2.txt,1
article_0339/1.txt,1
article_0339/2.txt,1
article_0340/1.txt,0
article_0340/2.txt,1
article_0341/1.txt,1
article_0341/2.txt,1
article_0342/1.txt,1
article_0342/2.txt,1
article_0343/1.txt,1
article_0343/2.txt,0
article_0344/1.txt,1
article_0344/2.txt,1
article_0345/1.txt,1
article_0345/2.txt,1
article_0346/1.txt,1
article_0346/2.txt,1
article_0347/1.txt,1
article_0347/2.txt,1
article_0348/1.txt,1
article_0348/2.txt,1
article_0349/1.txt,1
article_0349/2.txt,1
article_0350/1.txt,1
article_0350/2.txt,1
article_0351/1.txt,1
article_0351/2.txt,1
article_0352/1.txt,1
article_0352/2.txt,1
article_0353/1.txt,1
article_0353/2.txt,1
article_0354/1.txt,1
article_0354/2.txt,1
article_0355/1.txt,1
article_0355/2.txt,1
article_0356/1.txt,1
article_0356/2.txt,1
article_0357/1.txt,0
article_0357/2.txt,1
article_0358/1.txt,1
article_0358/2.txt,1
article_0359/1.txt,1
article_0359/2.txt,1
article_0360/1.txt,1
article_0360/2.txt,1
article_0361/1.txt,1
article_0361/2.txt,0
article_0362/1.txt,1
article_0362/2.txt,1
article_0363/1.txt,1
article_0363/2.txt,1
article_0364/1.txt,1
article_0364/2.txt,1
article_0365/1.txt,1
article_0365/2.txt,1
article_0366/1.txt,1
article_0366/2.txt,1
article_0367/1.txt,1
article_0367/2.txt,1
article_0368/1.txt,1
article_0368/2.txt,1
article_0369/1.txt,1
article_0369/2.txt,1
article_0370/1.txt,1
article_0370/2.txt,1
article_0371/1.txt,1
article_0371/2.txt,1
article_0372/1.txt,1
article_0372/2.txt,1
article_0373/1.txt,1
article_0373/2.txt,1
article_0374/1.txt,1
article_0374/2.txt,1
article_0375/1.txt,1
article_0375/2.txt,1
article_0376/1.txt,1
article_0376/2.txt,1
article_0377/1.txt,1
article_0377/2.txt,1
article_0378/1.txt,1
article_0378/2.txt,1
article_0379/1.txt,1
article_0379/2.txt,1
article_0380/1.txt,1
article_0380/2.txt,1
article_0381/1.txt,1
article_0381/2.txt,1
article_0382/1.txt,1
article_0382/2.txt,1
article_0383/1.txt,1
article_0383/2.txt,1
article_0384/1.txt,1
article_0384/2.txt,1
article_0385/1.txt,1
article_0385/2.txt,1
article_0386/1.txt,1
article_0386/2.txt,1
article_0387/1.txt,1
article_0387/2.txt,1
article_0388/1.txt,1
article_0388/2.txt,1
article_0389/1.txt,1
article_0389/2.txt,1
article_0390/1.txt,1
article_0390/2.txt,1
article_0391/1.txt,1
article_0391/2.txt,1
article_0392/1.txt,1
article_0392/2.txt,1
article_0393/1.txt,1
article_0393/2.txt,1
article_0394/1.txt,1
article_0394/2.txt,1
article_0395/1.txt,1
article_0395/2.txt,1
article_0396/1.txt,1
article_0396/2.txt,1
article_0397/1.txt,1
article_0397/2.txt,1
article_0398/1.txt,1
article_0398/2.txt,1
article_0399/1.txt,1
article_0399/2.txt,1
article_0400/1.txt,1
article_0400/2.txt,1
article_0401/1.txt,1
article_0401/2.txt,1
article_0402/1.txt,1
article_0402/2.txt,1
article_0403/1.txt,1
article_0403/2.txt,1
article_0404/1.txt,1
article_0404/2.txt,1
article_0405/1.txt,1
article_0405/2.txt,1
article_0406/1.txt,1
article_0406/2.txt,1
article_0407/1.txt,1
article_0407/2.txt,1
article_0408/1.txt,1
article_0408/2.txt,1
article_0409/1.txt,1
article_0409/2.txt,1
article_0410/1.txt,1
article_0410/2.txt,1
article_0411/1.txt,1
article_0411/2.txt,1
article_0412/1.txt,1
article_0412/2.txt,1
article_0413/1.txt,1
article_0413/2.txt,1
article_0414/1.txt,1
article_0414/2.txt,1
article_0415/1.txt,1
article_0415/2.txt,1
article_0416/1.txt,1
article_0416/2.txt,1
article_0417/1.txt,1
article_0417/2.txt,1
article_0418/1.txt,1
article_0418/2.txt,1
article_0419/1.txt,1
article_0419/2.txt,1
article_0420/1.txt,1
article_0420/2.txt,1
article_0421/1.txt,1
article_0421/2.txt,1
article_0422/1.txt,1
article_0422/2.txt,1
article_0423/1.txt,1
article_0423/2.txt,1
article_0424/1.txt,1
article_0424/2.txt,1
article_0425/1.txt,1
article_0425/2.txt,1
article_0426/1.txt,1
article_0426/2.txt,1
article_0427/1.txt,1
article_0427/2.txt,1
article_0428/1.txt,1
article_0428/2.txt,1
article_0429/1.txt,1
article_0429/2.txt,1
article_0430/1.txt,1
article_0430/2.txt,1
article_0431/1.txt,1
article_0431/2.txt,1
article_0432/1.txt,1
article_0432/2.txt,1
article_0433/1.txt,1
article_0433/2.txt,1
article_0434/1.txt,1
article_0434/2.txt,1
article_0435/1.txt,1
article_0435/2.txt,1
article_0436/1.txt,1
article_0436/2.txt,1
article_0437/1.txt,1
article_0437/2.txt,1
article_0438/1.txt,1
article_0438/2.txt,1
article_0439/1.txt,1
article_0439/2.txt,1
article_0440/1.txt,1
article_0440/2.txt,1
article_0441/1.txt,1
article_0441/2.txt,1
article_0442/1.txt,1
article_0442/2.txt,1
article_0443/1.txt,1
article_0443/2.txt,1
article_0444/1.txt,1
article_0444/2.txt,1
article_0445/1.txt,1
article_0445/2.txt,1
article_0446/1.txt,1
article_0446/2.txt,1
article_0447/1.txt,1
article_0447/2.txt,1
article_0448/1.txt,1
article_0448/2.txt,1
article_0449/1.txt,1
article_0449/2.txt,1
article_0450/1.txt,1
article_0450/2.txt,0
article_0451/1.txt,1
article_0451/2.txt,1
article_0452/1.txt,1
article_0452/2.txt,1
article_0453/1.txt,1
article_0453/2.txt,0
article_0454/1.txt,1
article_0454/2.txt,1
article_0455/1.txt,1
article_0455/2.txt,1
article_0456/1.txt,1
article_0456/2.txt,1
article_0457/1.txt,1
article_0457/2.txt,1
article_0458/1.txt,1
article_0458/2.txt,1
article_0459/1.txt,1
article_0459/2.txt,1
article_0460/1.txt,1
article_0460/2.txt,0
article_0461/1.txt,1
article_0461/2.txt,1
article_0462/1.txt,1
article_0462/2.txt,1
article_0463/1.txt,1
article_0463/2.txt,1
article_0464/1.txt,1
article_0464/2.txt,1
article_0465/1.txt,1
article_0465/2.txt,1
article_0466/1.txt,1
article_0466/2.txt,1
article_0467/1.txt,1
article_0467/2.txt,1
article_0468/1.txt,1
article_0468/2.txt,1
article_0469/1.txt,1
article_0469/2.txt,1
article_0470/1.txt,1
article_0470/2.txt,1
article_0471/1.txt,1
article_0471/2.txt,1
article_0472/1.txt,1
article_0472/2.txt,1
article_0473/1.txt,1
article_0473/2.txt,1
article_0474/1.txt,1
article_0474/2.txt,1
article_0475/1.txt,1
article_0475/2.txt,0
article_0476/1.txt,1
article_0476/2.txt,1
article_0477/1.txt,1
article_0477/2.txt,0
article_0478/1.txt,1
article_0478/2.txt,0
article_0479/1.txt,1
article_0479/2.txt,1
article_0480/1.txt,1
article_0480/2.txt,1
article_0481/1.txt,1
article_0481/2.txt,1
article_0482/1.txt,1
article_0482/2.txt,1
article_0483/1.txt,1
article_0483/2.txt,1
article_0484/1.txt,1
article_0484/2.txt,1
article_0485/1.txt,1
article_0485/2.txt,0
article_0486/1.txt,1
article_0486/2.txt,1
article_0487/1.txt,1
article_0487/2.txt,1
article_0488/1.txt,1
article_0488/2.txt,1
article_0489/1.txt,1
article_0489/2.txt,1
article_0490/1.txt,1
article_0490/2.txt,1
article_0491/1.txt,1
article_0491/2.txt,1
article_0492/1.txt,1
article_0492/2.txt,1
article_0493/1.txt,1
article_0493/2.txt,1
article_0494/1.txt,1
article_0494/2.txt,1
article_0495/1.txt,1
article_0495/2.txt,1
article_0496/1.txt,1
article_0496/2.txt,1
article_0497/1.txt,1
article_0497/2.txt,1
article_0498/1.txt,1
article_0498/2.txt,1
article_0499/1.txt,1
article_0499/2.txt,1
article_0500/1.txt,1
article_0500/2.txt,1
article_0501/1.txt,1
article_0501/2.txt,1
article_0502/1.txt,1
article_0502/2.txt,1
article_0503/1.txt,1
article_0503/2.txt,1
article_0504/1.txt,1
article_0504/2.txt,1
article_0505/1.txt,1
article_0505/2.txt,1
article_0506/1.txt,1
article_0506/2.txt,1
article_0507/1.txt,1
article_0507/2.txt,1
article_0508/1.txt,1
article_0508/2.txt,1
article_0509/1.txt,1
article_0509/2.txt,1
article_0510/1.txt,1
article_0510/2.txt,1
article_0511/1.txt,1
article_0511/2.txt,1
article_0512/1.txt,1
article_0512/2.txt,1
article_0513/1.txt,1
article_0513/2.txt,1
article_0514/1.txt,1
article_0514/2.txt,1
article_0515/1.txt,1
article_0515/2.txt,1
article_0516/1.txt,1
article_0516/2.txt,1
article_0517/1.txt,1
article_0517/2.txt,1
article_0518/1.txt,1
article_0518/2.txt,1
article_0519/1.txt,1
article_0519/2.txt,1
article_0520/1.txt,1
article_0520/2.txt,1
article_0521/1.txt,1
article_0521/2.txt,1
article_0522/1.txt,1
article_0522/2.txt,1
article_0523/1.txt,1
article_0523/2.txt,1
article_0524/1.txt,1
article_0524/2.txt,1
article_0525/1.txt,1
article_0525/2.txt,1
article_0526/1.txt,1
article_0526/2.txt,1
article_0527/1.txt,1
article_0527/2.txt,1
article_0528/1.txt,1
article_0528/2.txt,1
article_0529/1.txt,1
article_0529/2.txt,1
article_0530/1.txt,1
article_0530/2.txt,1
article_0531/1.txt,1
article_0531/2.txt,1
article_0532/1.txt,1
article_0532/2.txt,1
article_0533/1.txt,1
article_0533/2.txt,1
article_0534/1.txt,1
article_0534/2.txt,1
article_0535/1.txt,1
article_0535/2.txt,1
article_0536/1.txt,1
article_0536/2.txt,1
article_0537/1.txt,1
article_0537/2.txt,1
article_0538/1.txt,1
article_0538/2.txt,1
article_0539/1.txt,1
article_0539/2.txt,1
article_0540/1.txt,0
article_0540/2.txt,1
article_0541/1.txt,1
article_0541/2.txt,1
article_0542/1.txt,1
article_0542/2.txt,1
article_0543/1.txt,1
article_0543/2.txt,1
article_0544/1.txt,1
article_0544/2.txt,1
article_0545/1.txt,1
article_0545/2.txt,1
article_0546/1.txt,1
article_0546/2.txt,1
article_0547/1.txt,1
article_0547/2.txt,1
article_0548/1.txt,1
article_0548/2.txt,1
article_0549/1.txt,1
article_0549/2.txt,1
article_0550/1.txt,1
article_0550/2.txt,1
article_0551/1.txt,1
article_0551/2.txt,1
article_0552/1.txt,1
article_0552/2.txt,1
article_0553/1.txt,1
article_0553/2.txt,1
article_0554/1.txt,1
article_0554/2.txt,1
article_0555/1.txt,1
article_0555/2.txt,1
article_0556/1.txt,1
article_0556/2.txt,1
article_0557/1.txt,1
article_0557/2.txt,1
article_0558/1.txt,1
article_0558/2.txt,1
article_0559/1.txt,1
article_0559/2.txt,1
article_0560/1.txt,1
article_0560/2.txt,1
article_0561/1.txt,1
article_0561/2.txt,1
article_0562/1.txt,1
article_0562/2.txt,1
article_0563/1.txt,1
article_0563/2.txt,1
article_0564/1.txt,1
article_0564/2.txt,1
article_0565/1.txt,1
article_0565/2.txt,1
article_0566/1.txt,1
article_0566/2.txt,1
article_0567/1.txt,1
article_0567/2.txt,1
article_0568/1.txt,1
article_0568/2.txt,1
article_0569/1.txt,1
article_0569/2.txt,1
article_0570/1.txt,1
article_0570/2.txt,1
article_0571/1.txt,1
article_0571/2.txt,1
article_0572/1.txt,1
article_0572/2.txt,1
article_0573/1.txt,1
article_0573/2.txt,1
article_0574/1.txt,1
article_0574/2.txt,1
article_0575/1.txt,1
article_0575/2.txt,1
article_0576/1.txt,1
article_0576/2.txt,1
article_0577/1.txt,1
article_0577/2.txt,1
article_0578/1.txt,1
article_0578/2.txt,0
